image_id,x,y,width,height
2742,9,6,306,260
2743,100,46,187,284
2744,242,101,188,104
2745,160,120,134,150
2746,135,106,207,227
2747,269,154,204,148
2748,248,89,166,143
2749,269,84,157,256
2750,61,56,267,384
2751,264,130,151,125
2752,50,95,320,308
2753,218,72,203,200
2754,83,262,136,132
2755,155,129,208,155
2756,129,66,166,124
2757,36,79,272,190
2758,43,104,166,100
2759,88,113,227,150
2760,130,82,114,130
2761,39,17,412,356
2762,36,80,277,148
2763,147,46,309,270
2764,44,33,322,274
2765,225,100,261,170
2766,5,25,283,255
2767,145,71,310,158
2768,4,29,377,289
2769,111,89,320,246
2770,190,98,156,104
2771,64,35,372,258
2772,153,48,178,267
2773,43,22,226,448
2774,101,111,378,246
2775,15,18,486,333
2776,89,63,231,246
2777,180,121,286,155
2778,56,92,350,226
2779,131,81,162,177
2780,272,107,168,232
2781,100,46,258,305
2782,162,27,323,291
2783,79,140,217,188
2784,78,158,214,243
2785,63,44,407,299
2786,64,90,200,361
2787,43,136,352,226
2788,39,103,340,123
2789,13,106,364,211
2790,82,59,355,403
2791,173,106,184,151
2792,151,37,284,324
2793,169,26,330,348
2794,111,53,239,236
2795,83,212,202,216
2796,65,80,391,320
2797,52,106,342,391
2798,244,83,177,194
2799,6,117,439,278
2800,139,95,220,294
2801,76,86,271,254
2802,119,45,319,314
2803,122,55,341,227
2804,150,117,349,204
2805,44,39,199,345
2806,145,70,294,299
2807,96,162,293,312
2808,194,117,164,128
2809,191,86,151,185
2810,20,37,382,322
2811,143,53,319,214
2812,101,132,174,319
2813,233,28,163,210
2814,13,69,376,345
2815,82,92,276,230
2816,76,158,139,191
2817,75,63,303,179
2818,10,56,313,276
2819,153,65,323,219
2820,62,59,335,210
2821,58,44,389,243
2822,103,64,239,248
2823,98,71,342,122
2824,30,44,295,249
2825,127,56,277,277
2826,32,50,424,311
2827,39,27,435,222
2828,14,192,329,269
2829,32,47,357,301
2830,201,57,251,127
2831,128,127,250,125
2832,274,49,141,140
2833,140,60,241,181
2834,190,141,182,109
2835,98,124,192,117
2836,128,134,175,112
2837,35,67,226,115
2838,111,50,282,169
2839,153,77,279,245
2840,206,62,248,148
2841,157,76,270,139
2842,221,91,196,113
2843,135,117,143,105
2844,68,29,364,236
2845,108,120,287,143
2846,86,0,396,334
2847,44,127,330,106
2848,82,83,255,187
2849,105,74,202,214
2850,88,54,332,239
2851,89,68,147,119
2852,150,44,212,179
2853,26,65,392,252
2854,145,107,250,154
2855,40,70,295,157
2856,216,133,258,148
2857,163,86,219,164
2858,48,127,268,215
2859,69,33,341,218
2860,94,83,340,167
2861,161,116,324,146
2862,105,85,245,122
2863,61,88,354,133
2864,166,73,142,147
2865,196,93,252,140
2866,174,67,290,213
2867,125,39,248,259
2868,61,93,341,168
2869,218,186,195,109
2870,63,49,336,165
2871,101,84,212,135
2872,32,69,334,226
2873,14,37,381,204
2874,133,59,337,139
2875,4,17,361,282
2876,113,72,278,162
2877,163,91,227,108
2878,116,82,322,161
2879,195,135,214,109
2880,28,27,371,316
2881,106,48,331,239
2882,79,71,250,160
2883,134,85,196,132
2884,161,94,285,160
2885,109,95,245,100
2886,263,137,122,129
2887,93,35,207,217
2888,24,7,312,174
2889,155,80,194,117
2890,87,87,249,120
2891,30,105,430,171
2892,227,127,131,101
2893,160,111,175,110
2894,64,82,275,168
2895,82,58,358,184
2896,9,80,334,310
2897,67,34,315,201
2898,135,66,271,179
2899,166,81,271,240
2900,59,44,286,131
2901,112,57,284,142
2902,118,53,222,153
2903,30,119,271,155
2904,43,57,269,118
2905,163,91,269,129
2906,140,116,330,213
2907,71,48,297,184
2908,25,75,451,205
2909,114,112,271,142
2910,126,70,232,179
2911,66,70,337,207
2912,111,109,200,147
2913,136,109,258,127
2914,116,78,243,188
2915,228,118,126,127
2916,86,30,257,198
2917,80,47,389,328
2918,97,65,285,204
2919,16,101,397,155
2920,69,57,323,180
2921,219,71,177,139
2922,124,67,293,213
2923,105,92,278,176
2924,35,55,373,208
2925,117,72,347,172
2926,150,113,169,103
2927,117,104,184,163
2928,66,92,274,142
2929,170,12,240,186
2930,48,57,365,205
2931,121,144,166,103
2932,183,134,202,125
2933,120,68,241,164
2934,28,22,426,176
2935,102,59,337,199
2936,39,53,186,117
2937,126,96,224,156
2938,31,69,303,201
2939,155,66,266,168
2940,70,184,202,162
2941,102,67,238,130
2942,75,21,376,265
2943,156,110,189,106
2944,74,66,254,134
2945,47,48,345,218
2946,133,68,233,269
2947,50,81,379,188
2948,128,63,204,116
2949,97,68,385,157
2950,187,34,181,159
2951,56,41,410,243
2952,105,96,256,146
2953,120,52,341,245
2954,84,97,278,199
2955,158,78,169,185
2956,34,83,284,174
2957,118,63,272,147
2958,78,59,180,120
2959,222,124,217,121
2960,125,36,266,186
2961,117,88,217,144
2962,151,98,329,194
2963,68,143,187,116
2964,68,40,409,242
2965,193,128,250,133
2966,62,46,181,189
2967,163,110,263,159
2968,180,40,241,179
2969,106,112,268,152
2970,160,36,293,215
2971,207,80,258,135
2972,110,167,205,163
2973,84,103,277,170
2974,42,20,329,213
2975,71,63,277,134
2976,83,22,273,316
2977,68,56,172,122
2978,100,69,280,196
2979,162,85,159,127
2980,172,39,201,153
2981,91,94,287,191
2982,57,49,211,154
2983,129,75,324,182
2984,109,111,251,131
2985,134,51,189,140
2986,92,117,216,120
2987,75,48,268,128
2988,90,77,372,284
2989,121,58,257,166
2990,92,40,252,151
2991,137,109,256,168
2992,178,17,267,175
2993,188,106,208,137
2994,121,77,276,160
2995,240,149,182,103
2996,57,42,356,154
2997,61,92,215,101
2998,134,110,280,139
2999,186,95,226,136
3000,213,63,202,125
3001,136,88,203,164
3002,121,50,216,129
3003,129,48,239,128
3004,37,78,244,173
3005,102,79,252,173
3006,221,61,259,173
3007,110,160,251,132
3008,82,67,244,167
3009,89,106,190,131
3010,62,111,276,135
3011,161,117,216,112
3012,101,104,225,116
3013,173,109,156,109
3014,99,42,285,152
3015,122,71,208,171
3016,167,68,238,244
3017,26,7,370,259
3018,21,138,446,134
3019,222,91,215,108
3020,155,159,308,123
3021,121,55,345,181
3022,187,85,210,147
3023,131,73,232,129
3024,115,51,173,231
3025,164,78,232,173
3026,153,89,276,122
3027,119,60,159,211
3028,65,97,311,155
3029,139,99,231,122
3030,10,45,450,166
3031,81,31,304,187
3032,39,110,307,160
3033,141,74,249,133
3034,148,82,205,110
3035,113,105,255,156
3036,98,78,312,173
3037,36,102,386,204
3038,203,72,248,140
3039,139,97,299,176
3040,113,64,302,144
3041,122,90,221,108
3042,108,137,339,178
3043,94,103,322,142
3044,227,108,203,124
3045,98,56,347,213
3046,100,9,322,137
3047,211,62,215,213
3048,31,86,379,143
3049,109,125,231,153
3050,90,114,371,174
3051,103,111,163,111
3052,26,44,312,271
3053,86,85,360,125
3054,32,73,305,273
3055,164,95,182,124
3056,36,52,241,149
3057,112,47,337,276
3058,57,119,328,146
3059,114,114,201,123
3060,57,166,182,114
3061,91,67,322,210
3062,33,94,343,195
3063,65,68,421,179
3064,135,113,253,106
3065,78,117,269,127
3066,60,31,323,196
3067,80,45,285,166
3068,28,35,434,265
3069,29,33,332,209
3070,52,93,317,315
3071,182,105,168,249
3072,177,46,172,290
3073,70,138,149,111
3074,217,103,144,162
3075,148,69,270,227
3076,85,110,153,279
3077,141,62,174,334
3078,193,105,264,237
3079,146,237,156,143
3080,90,121,232,178
3081,68,95,269,203
3082,56,100,391,278
3083,100,104,186,216
3084,96,102,265,236
3085,133,52,237,208
3086,79,108,265,150
3087,123,111,142,311
3088,33,233,173,183
3089,35,36,321,264
3090,196,108,156,152
3091,89,66,340,272
3092,158,102,139,180
3093,23,73,396,183
3094,194,116,213,126
3095,126,139,185,181
3096,42,45,212,263
3097,98,61,355,220
3098,260,88,128,224
3099,186,80,197,291
3100,30,127,163,331
3101,136,159,183,225
3102,91,122,253,304
3103,39,92,214,373
3104,128,92,319,299
3105,291,35,154,234
3106,151,100,172,357
3107,208,105,136,122
3108,86,81,243,284
3109,224,76,236,209
3110,185,66,300,239
3111,44,113,304,144
3112,94,92,348,281
3113,135,49,128,306
3114,132,112,256,294
3115,240,122,132,132
3116,112,172,175,223
3117,134,120,334,239
3118,145,170,109,139
3119,134,98,292,193
3120,150,78,135,230
3121,17,152,259,260
3122,128,74,156,216
3123,161,28,220,323
3124,142,107,145,306
3125,244,46,118,174
3126,160,107,139,127
3127,136,63,264,239
3128,215,134,116,138
3129,161,55,185,252
3130,126,234,251,209
3131,33,66,440,224
3132,148,19,312,311
3133,237,169,260,114
3134,122,54,209,258
3135,9,39,434,277
3136,17,54,321,175
3137,117,111,363,189
3138,156,57,270,260
3139,42,147,283,217
3140,168,152,167,146
3141,106,112,295,244
3142,51,96,363,276
3143,144,148,227,120
3144,148,91,315,226
3145,168,90,194,186
3146,66,70,433,291
3147,91,70,202,266
3148,68,52,296,290
3149,148,71,234,231
3150,32,113,361,222
3151,192,71,265,199
3152,127,115,171,194
3153,77,62,243,262
3154,266,30,212,241
3155,69,39,294,292
3156,250,108,164,171
3157,35,99,238,344
3158,87,150,291,227
3159,39,108,270,303
3160,165,153,258,120
3161,109,78,162,225
3162,38,40,391,220
3163,160,111,236,234
3164,159,47,287,246
3165,92,174,231,146
3166,14,75,280,407
3167,170,80,185,224
3168,162,33,310,273
3169,86,40,257,391
3170,51,152,337,217
3171,82,102,272,155
3172,57,129,227,203
3173,166,45,319,331
3174,25,17,435,353
3175,210,76,244,218
3176,30,59,390,285
3177,192,31,306,224
3178,127,63,338,231
3179,55,65,339,398
3180,60,33,294,289
3181,128,151,309,207
3182,99,16,358,317
3183,111,40,371,248
3184,41,89,412,244
3185,41,145,209,255
3186,289,86,193,194
3187,140,104,307,231
3188,135,96,254,296
3189,86,9,310,374
3190,19,104,356,350
3191,170,97,114,172
3192,109,109,175,247
3193,108,34,266,295
3194,249,42,108,254
3195,73,83,282,191
3196,36,71,320,257
3197,186,63,206,226
3198,152,75,165,224
3199,55,93,217,280
3200,23,65,248,296
3201,166,16,303,312
3202,86,83,216,165
3203,169,46,230,315
3204,109,47,197,383
3205,106,197,213,299
3206,119,88,359,280
3207,96,182,316,244
3208,59,81,333,240
3209,122,89,239,228
3210,22,76,204,293
3211,250,234,132,158
3212,111,38,376,227
3213,17,97,413,195
3214,87,204,245,229
3215,46,49,359,418
3216,15,151,394,314
3217,23,127,257,243
3218,82,42,214,242
3219,28,103,251,358
3220,160,88,200,353
3221,119,17,291,315
3222,174,101,147,320
3223,49,75,264,155
3224,40,43,310,331
3225,11,165,202,127
3226,267,52,121,236
3227,166,74,203,225
3228,102,110,263,202
3229,62,23,375,235
3230,127,60,134,174
3231,110,45,385,255
3232,189,54,274,222
3233,25,79,355,206
3234,62,104,162,245
3235,68,79,221,219
3236,43,54,324,261
3237,141,99,196,132
3238,83,13,279,342
3239,60,197,375,216
3240,113,116,196,163
3241,160,44,287,248
3242,73,32,287,369
3243,163,114,205,216
3244,18,65,240,415
3245,54,40,265,332
3246,14,79,330,289
3247,133,115,263,340
3248,216,76,207,124
3249,98,86,395,225
3250,16,34,414,314
3251,99,59,241,256
3252,116,89,300,192
3253,77,160,220,169
3254,73,72,186,235
3255,97,72,105,115
3256,64,68,288,235
3257,61,76,281,226
3258,120,194,129,117
3259,5,41,458,259
3260,7,26,473,398
3261,24,65,250,211
3262,70,112,257,256
3263,45,14,304,318
3264,14,20,433,301
3265,53,94,174,244
3266,4,101,430,263
3267,281,115,127,183
3268,47,124,285,320
3269,130,187,151,276
3270,26,39,349,264
3271,99,104,233,306
3272,63,85,265,295
3273,44,23,334,282
3274,105,68,262,398
3275,17,17,450,300
3276,244,100,128,157
3277,92,117,262,226
3278,25,125,291,243
3279,142,49,196,326
3280,131,126,151,107
3281,30,73,367,226
3282,135,62,215,251
3283,146,74,217,336
3284,114,106,191,113
3285,114,92,293,230
3286,65,94,262,286
3287,97,170,167,118
3288,246,94,122,156
3289,20,119,305,227
3290,56,98,318,183
3291,22,136,359,172
3292,170,135,176,133
3293,153,36,334,284
3294,277,160,103,182
3295,130,115,208,373
3296,57,153,264,171
3297,7,45,328,279
3298,166,150,163,166
3299,163,128,163,189
3300,52,82,231,406
3301,288,132,107,204
3302,166,123,144,132
3303,242,120,121,125
3304,169,93,140,228
3305,82,80,115,162
3306,118,118,291,182
3307,108,180,141,133
3308,35,94,265,323
3309,132,116,254,171
3310,6,60,472,209
3311,110,73,206,281
3312,87,99,306,188
3313,155,118,239,157
3314,238,71,220,100
3315,103,42,273,191
3316,138,56,273,271
3317,0,78,405,172
3318,106,99,261,214
3319,158,68,204,213
3320,88,82,346,272
3321,145,85,212,193
3322,73,58,311,314
3323,140,40,195,102
3324,132,69,172,258
3325,158,31,139,264
3326,77,27,328,305
3327,206,111,152,132
3328,168,75,267,126
3329,159,135,155,217
3330,188,77,136,196
3331,108,56,369,288
3332,147,117,266,114
3333,176,120,275,225
3334,213,77,181,149
3335,57,91,395,179
3336,46,44,336,218
3337,116,35,218,278
3338,165,92,143,112
3339,129,26,339,270
3340,4,61,469,208
3341,132,128,230,123
3342,156,148,136,143
3343,140,150,197,260
3344,75,61,244,278
3345,172,94,126,156
3346,20,62,479,268
3347,149,142,155,106
3348,149,80,240,169
3349,125,115,189,336
3350,71,15,139,181
3351,162,75,312,143
3352,145,86,195,242
3353,28,85,380,185
3354,219,99,191,127
3355,57,74,426,159
3356,162,94,193,169
3357,157,116,157,104
3358,153,189,164,139
3359,149,89,233,212
3360,184,116,214,132
3361,156,30,205,294
3362,38,40,297,253
3363,132,90,212,216
3364,52,132,380,186
3365,10,20,465,287
3366,136,117,249,133
3367,108,159,331,216
3368,43,52,235,187
3369,82,73,320,130
3370,77,57,198,178
3371,106,175,282,119
3372,89,78,228,156
3373,108,151,257,163
3374,31,13,173,222
3375,227,74,272,203
3376,294,65,150,101
3377,125,108,171,186
3378,232,100,215,202
3379,58,45,405,288
3380,208,49,282,257
3381,71,96,242,222
3382,187,56,275,262
3383,153,92,237,267
3384,127,40,328,291
3385,181,51,245,283
3386,41,51,339,264
3387,86,85,356,285
3388,116,8,284,334
3389,67,68,225,112
3390,102,133,304,246
3391,122,99,220,254
3392,99,99,252,164
3393,54,88,262,169
3394,131,163,181,111
3395,55,92,292,183
3396,125,30,314,269
3397,38,57,436,407
3398,10,95,477,155
3399,42,23,370,269
3400,55,48,333,299
3401,39,62,341,315
3402,72,28,372,443
3403,13,115,264,216
3404,336,103,109,213
3405,83,74,200,165
3406,175,100,203,191
3407,219,6,260,231
3408,183,92,208,192
3409,85,55,370,299
3410,37,56,311,275
3411,61,81,276,192
3412,204,120,295,257
3413,13,81,452,106
3414,129,5,332,298
3415,161,109,250,169
3416,18,101,273,196
3417,3,31,375,300
3418,229,145,173,133
3419,91,84,239,159
3420,120,101,271,187
3421,107,76,355,257
3422,88,72,243,200
3423,174,58,165,198
3424,30,26,407,277
3425,181,294,142,124
3426,120,47,168,171
3427,36,76,344,215
3428,28,83,335,277
3429,43,92,270,258
3430,119,60,323,267
3431,97,115,248,179
3432,1,62,378,247
3433,7,1,438,332
3434,160,219,235,133
3435,182,28,260,215
3436,47,84,253,155
3437,8,14,453,378
3438,192,133,192,143
3439,77,30,357,283
3440,85,198,227,281
3441,67,88,323,208
3442,120,32,349,323
3443,144,50,307,253
3444,96,41,357,334
3445,61,134,274,300
3446,217,137,117,128
3447,8,36,410,370
3448,48,14,266,255
3449,50,100,378,338
3450,151,84,243,199
3451,121,73,267,265
3452,82,92,272,258
3453,31,9,295,300
3454,40,108,282,301
3455,99,66,182,146
3456,113,71,265,319
3457,99,43,389,282
3458,62,282,201,172
3459,56,38,404,308
3460,201,128,115,134
3461,37,32,235,324
3462,115,111,263,191
3463,52,18,373,283
3464,160,49,164,245
3465,37,36,460,294
3466,22,112,402,385
3467,98,43,260,259
3468,88,29,196,174
3469,62,30,399,314
3470,64,105,243,204
3471,41,79,381,229
3472,14,140,354,260
3473,98,72,397,254
3474,173,83,209,180
3475,86,27,402,347
3476,159,78,291,249
3477,137,111,242,192
3478,146,34,314,289
3479,3,37,436,335
3480,186,130,207,172
3481,76,18,359,301
3482,7,47,466,342
3483,121,52,270,302
3484,60,51,306,261
3485,106,188,259,211
3486,59,39,317,334
3487,90,54,353,286
3488,136,66,313,206
3489,192,111,192,179
3490,154,69,224,206
3491,65,44,436,334
3492,151,69,271,202
3493,27,32,323,283
3494,49,89,327,302
3495,136,100,314,236
3496,128,63,326,251
3497,11,21,341,332
3498,124,39,307,242
3499,166,138,208,217
3500,28,83,432,155
3501,126,21,275,222
3502,67,110,263,240
3503,112,44,346,208
3504,171,88,258,282
3505,166,64,290,262
3506,158,20,257,289
3507,69,68,315,328
3508,13,31,380,298
3509,180,34,223,263
3510,6,15,416,303
3511,207,67,258,182
3512,41,37,300,269
3513,101,37,351,274
3514,51,65,373,250
3515,41,44,296,253
3516,141,93,275,223
3517,220,104,157,135
3518,106,54,351,249
3519,121,33,343,238
3520,90,80,409,270
3521,219,68,181,209
3522,222,56,177,224
3523,60,90,326,233
3524,43,55,242,222
3525,50,109,310,186
3526,49,56,382,241
3527,72,46,226,274
3528,34,71,306,247
3529,4,47,388,236
3530,95,102,246,284
3531,94,62,204,374
3532,109,30,380,284
3533,0,1,371,491
3534,231,60,217,218
3535,138,18,338,321
3536,9,106,464,285
3537,45,24,421,315
3538,245,34,236,267
3539,7,25,370,296
3540,197,49,271,218
3541,62,15,429,357
3542,101,100,200,191
3543,179,86,211,180
3544,161,43,238,210
3545,16,57,386,317
3546,54,46,331,241
3547,172,95,273,219
3548,67,39,373,367
3549,24,31,332,285
3550,157,52,240,236
3551,13,78,248,218
3552,124,91,156,173
3553,93,24,379,309
3554,7,48,364,296
3555,20,112,478,179
3556,176,27,256,211
3557,22,46,477,389
3558,14,35,407,351
3559,246,82,209,260
3560,30,40,393,240
3561,83,64,350,229
3562,90,180,253,212
3563,15,22,457,348
3564,175,25,315,272
3565,39,67,381,204
3566,70,93,298,281
3567,157,81,256,250
3568,0,2,498,330
3569,163,129,306,214
3570,66,92,299,206
3571,61,60,317,211
3572,26,101,295,162
3573,153,86,175,208
3574,141,62,279,178
3575,131,64,301,223
3576,50,47,330,266
3577,76,22,223,143
3578,13,66,332,372
3579,158,16,203,244
3580,4,95,495,168
3581,34,82,331,176
3582,115,106,253,149
3583,54,41,422,167
3584,80,55,235,231
3585,105,32,359,274
3586,109,26,267,421
3587,154,52,214,188
3588,24,59,377,379
3589,145,42,287,252
3590,188,95,208,190
3591,81,89,231,176
3592,44,14,443,273
3593,18,18,343,304
3594,43,20,394,345
3595,124,89,279,265
3596,129,21,178,241
3597,179,145,258,133
3598,16,73,343,231
3599,134,60,164,376
3600,156,72,233,184
3601,162,6,288,243
3602,202,50,170,179
3603,73,28,396,307
3604,132,93,285,199
3605,230,125,193,163
3606,65,93,335,239
3607,159,36,262,324
3608,130,121,168,104
3609,92,26,386,304
3610,78,97,382,253
3611,91,25,356,288
3612,207,39,265,240
3613,110,30,290,259
3614,48,105,399,181
3615,61,142,188,122
3616,55,90,336,203
3617,193,70,301,177
3618,223,121,162,104
3619,40,27,414,322
3620,122,113,175,136
3621,98,102,189,112
3622,76,3,195,309
3623,101,29,379,270
3624,123,37,273,251
3625,53,98,272,221
3626,116,84,234,174
3627,105,51,256,252
3628,109,79,125,124
3629,18,27,442,359
3630,36,82,270,175
3631,52,51,344,301
3632,123,153,193,310
3633,23,86,329,217
3634,268,94,106,195
3635,19,127,348,249
3636,129,101,339,240
3637,167,60,245,181
3638,71,11,359,483
3639,132,93,286,259
3640,173,48,238,166
3641,189,124,145,101
3642,107,0,160,137
3643,110,70,302,201
3644,30,105,340,221
3645,173,33,325,300
3646,5,98,382,282
3647,71,196,404,127
3648,56,11,382,318
3649,65,101,319,269
3650,100,12,337,259
3651,88,37,355,223
3652,180,76,211,179
3653,98,107,401,153
3654,74,47,264,225
3655,187,33,214,239
3656,176,66,295,184
3657,104,1,279,304
3658,203,155,153,107
3659,140,98,190,124
3660,68,51,295,268
3661,68,42,375,210
3662,14,76,291,251
3663,32,77,339,278
3664,14,88,279,303
3665,135,45,356,243
3666,158,138,149,115
3667,19,85,311,206
3668,66,28,330,224
3669,25,179,251,137
3670,143,73,295,296
3671,47,84,257,163
3672,170,34,167,308
3673,77,50,287,380
3674,45,45,296,414
3675,17,78,470,109
3676,167,72,260,246
3677,74,4,368,245
3678,29,12,395,329
3679,160,35,158,251
3680,185,122,161,103
3681,81,73,387,257
3682,123,9,375,308
3683,26,52,280,418
3684,123,74,309,265
3685,60,56,192,165
3686,135,102,343,244
3687,94,35,239,287
3688,47,64,197,188
3689,133,62,302,205
3690,55,182,207,214
3691,61,164,210,165
3692,34,58,337,237
3693,22,48,452,171
3694,116,80,300,204
3695,104,32,347,252
3696,169,53,310,316
3697,12,58,394,282
3698,9,13,457,318
3699,143,100,301,192
3700,96,55,302,204
3701,66,43,224,402
3702,28,47,469,321
3703,98,30,361,319
3704,88,54,229,292
3705,32,19,389,286
3706,107,22,332,321
3707,67,45,214,347
3708,41,170,273,253
3709,114,71,382,304
3710,9,12,450,313
3711,11,63,378,249
3712,1,48,424,265
3713,201,44,205,174
3714,105,84,358,234
3715,125,78,284,198
3716,74,69,397,266
3717,95,72,253,229
3718,69,154,206,118
3719,14,98,343,247
3720,175,123,137,227
3721,76,83,275,136
3722,143,35,283,263
3723,35,55,343,292
3724,32,65,348,356
3725,7,125,343,265
3726,95,34,261,305
3727,129,44,371,289
3728,101,83,240,132
3729,10,13,392,313
3730,4,1,330,288
3731,109,68,344,145
3732,35,76,360,234
3733,9,47,441,332
3734,122,15,204,291
3735,67,77,315,100
3736,74,153,323,261
3737,97,46,365,312
3738,96,41,393,306
3739,43,77,318,270
3740,0,55,418,299
3741,1,10,132,126
3742,22,8,219,160
3743,52,14,306,297
3744,208,84,220,208
3745,15,18,149,129
3746,11,10,252,240
3747,9,18,415,295
3748,21,47,385,246
3749,58,32,414,247
3750,108,62,188,250
3751,35,28,310,226
3752,115,57,296,261
3753,69,75,324,212
3754,15,34,303,239
3755,51,58,197,149
3756,53,42,157,221
3757,72,21,400,339
3758,42,51,142,145
3759,44,82,315,396
3760,148,32,293,357
3761,76,33,302,241
3762,32,34,218,262
3763,113,73,247,143
3764,90,55,286,217
3765,55,14,426,304
3766,66,20,285,342
3767,103,39,365,299
3768,45,35,416,290
3769,286,144,121,141
3770,115,136,372,146
3771,98,61,177,157
3772,21,15,305,190
3773,83,65,416,263
3774,88,134,372,323
3775,2,79,376,201
3776,72,65,343,256
3777,138,108,172,193
3778,135,49,328,255
3779,180,75,282,262
3780,216,42,269,207
3781,72,91,348,266
3782,21,42,347,314
3783,17,68,338,258
3784,68,97,330,208
3785,48,60,310,230
3786,5,39,424,334
3787,67,22,409,450
3788,67,46,298,285
3789,62,20,435,186
3790,59,13,287,257
3791,220,55,137,155
3792,62,48,272,263
3793,209,113,121,126
3794,0,10,470,304
3795,137,39,236,242
3796,113,45,338,258
3797,1,37,384,329
3798,94,34,377,319
3799,147,70,288,243
3800,29,34,413,309
3801,122,83,261,264
3802,189,48,289,281
3803,74,29,422,303
3804,76,39,389,289
3805,23,56,353,272
3806,86,28,230,254
3807,19,54,358,380
3808,93,82,301,228
3809,142,113,322,139
3810,2,39,328,277
3811,171,21,296,296
3812,47,109,201,196
3813,165,122,330,171
3814,24,81,468,404
3815,76,61,389,333
3816,22,79,302,250
3817,178,73,246,229
3818,155,70,304,287
3819,126,107,338,222
3820,79,69,151,167
3821,23,81,236,191
3822,112,81,304,262
3823,51,15,442,298
3824,154,60,293,245
3825,117,47,228,282
3826,116,141,253,204
3827,79,197,202,241
3828,2,20,479,420
3829,2,15,401,317
3830,81,74,229,216
3831,51,51,315,250
3832,213,129,230,225
3833,35,79,269,254
3834,27,120,309,349
3835,29,81,406,238
3836,88,21,401,335
3837,211,111,263,252
3838,37,31,275,451
3839,100,84,318,400
3840,31,65,342,214
3841,108,96,272,310
3842,30,42,248,287
3843,173,116,155,127
3844,37,111,251,345
3845,164,82,232,244
3846,142,149,170,229
3847,127,62,226,315
3848,67,124,200,123
3849,10,83,457,253
3850,29,61,436,213
3851,128,8,231,322
3852,67,64,366,242
3853,158,219,131,153
3854,59,52,192,190
3855,137,92,218,273
3856,35,41,210,159
3857,230,185,235,280
3858,65,115,271,222
3859,108,163,116,135
3860,66,57,323,412
3861,155,130,203,224
3862,0,0,318,265
3863,225,128,101,165
3864,166,35,293,207
3865,49,104,373,288
3866,98,187,192,152
3867,101,108,297,271
3868,123,108,140,240
3869,87,108,354,215
3870,107,70,293,243
3871,141,74,275,198
3872,49,52,326,336
3873,24,83,278,140
3874,54,84,306,193
3875,98,68,222,335
3876,112,20,295,426
3877,92,138,234,299
3878,200,117,179,127
3879,84,43,376,270
3880,179,28,303,257
3881,152,48,124,225
3882,128,74,217,398
3883,110,16,244,252
3884,221,92,220,158
3885,66,41,361,303
3886,85,38,282,337
3887,48,70,347,245
3888,90,66,380,306
3889,10,21,352,291
3890,283,157,193,173
3891,81,57,354,227
3892,28,169,207,179
3893,34,68,250,222
3894,69,118,255,299
3895,111,24,326,276
3896,74,115,268,216
3897,117,10,201,104
3898,44,56,294,297
3899,90,81,234,336
3900,97,103,247,276
3901,106,232,176,122
3902,28,104,402,205
3903,29,118,329,252
3904,76,33,312,277
3905,8,22,485,355
3906,6,86,245,198
3907,124,119,179,300
3908,81,45,404,311
3909,131,99,175,134
3910,57,53,198,117
3911,75,65,370,318
3912,20,43,440,218
3913,22,141,317,259
3914,12,166,366,175
3915,181,41,272,149
3916,58,105,232,175
3917,47,69,250,343
3918,145,173,221,211
3919,41,243,207,216
3920,27,95,225,126
3921,28,129,349,248
3922,64,74,391,271
3923,144,92,172,196
3924,90,147,170,111
3925,19,139,263,180
3926,39,71,375,148
3927,95,54,252,318
3928,219,132,161,208
3929,58,41,401,309
3930,159,232,114,113
3931,60,106,251,174
3932,43,79,343,242
3933,95,102,304,155
3934,64,90,345,229
3935,139,110,126,126
3936,108,116,333,247
3937,67,135,218,179
3938,98,95,208,134
3939,21,131,301,259
3940,235,88,124,225
3941,48,98,358,187
3942,121,126,294,287
3943,80,97,346,264
3944,136,112,220,184
3945,56,85,385,304
3946,47,62,384,313
3947,12,41,242,279
3948,49,81,354,261
3949,18,70,335,225
3950,51,97,383,332
3951,43,61,377,222
3952,39,46,225,168
3953,15,159,253,189
3954,73,102,365,291
3955,48,155,280,156
3956,56,67,352,200
3957,114,106,168,284
3958,101,67,348,326
3959,19,70,412,237
3960,28,28,433,320
3961,120,67,250,177
3962,126,67,324,151
3963,63,96,366,160
3964,204,193,174,137
3965,124,149,290,159
3966,225,59,177,180
3967,64,154,256,172
3968,48,64,239,245
3969,112,215,141,261
3970,263,90,203,144
3971,190,46,251,237
3972,65,82,242,294
3973,203,114,132,191
3974,179,101,181,134
3975,41,43,359,199
3976,20,164,287,208
3977,105,41,354,283
3978,165,131,216,101
3979,32,136,436,250
3980,235,107,238,184
3981,23,78,405,166
3982,152,60,317,246
3983,5,54,355,325
3984,239,63,194,206
3985,25,112,234,217
3986,89,55,386,376
3987,119,121,161,153
3988,88,152,346,208
3989,38,58,395,292
3990,56,72,375,225
3991,103,86,216,200
3992,192,132,295,198
3993,131,55,265,226
3994,56,120,231,160
3995,118,166,170,171
3996,52,35,394,292
3997,92,239,225,176
3998,23,74,462,379
3999,56,123,296,265
4000,94,55,260,323
4001,91,79,355,183
4002,3,54,463,299
4003,66,102,348,244
4004,34,119,236,174
4005,180,106,162,117
4006,92,11,371,374
4007,93,38,324,145
4008,13,19,476,417
4009,123,46,257,169
4010,0,30,428,433
4011,147,113,236,153
4012,77,58,334,207
